order_id,user_id,order_date,aov,discount_applied,is_completed
ORD_00033,USR_00639,2025-06-16 05:56:34,45.45,0,1
ORD_00034,USR_00159,2025-05-26 07:56:40,51.47,0,1
ORD_00035,USR_00825,2025-07-18 11:14:24,39.88,0,1
ORD_00036,USR_00271,2025-03-16 11:19:00,47.2,0,1
ORD_00037,USR_00491,2025-08-09 07:46:49,46.38,1,1
ORD_00038,USR_00037,2025-11-27 04:26:52,125.17,0,1
ORD_00039,USR_00800,2025-03-25 02:41:13,218.89,1,1
ORD_00040,USR_00599,2025-05-05 18:34:45,45.21,0,1
ORD_00041,USR_00421,2025-09-23 17:59:35,60.45,1,1
ORD_00042,USR_00698,2025-11-12 21:18:20,137.62,1,1
ORD_00043,USR_00190,2025-11-24 09:46:38,42.04,0,1
ORD_00044,USR_00208,2025-04-17 09:51:51,48.28,0,1
ORD_00045,USR_00402,2025-12-21 12:12:12,44.47,1,1
ORD_00046,USR_00519,2025-10-15 05:09:04,62.47,0,1
ORD_00047,USR_00877,2025-05-17 05:46:25,60.38,0,1
ORD_00048,USR_00555,2025-02-05 14:10:49,71.87,0,1
ORD_00049,USR_00524,2025-02-15 00:38:17,66.43,1,1
ORD_00050,USR_00233,2025-09-02 23:40:18,46.18,1,1
ORD_00051,USR_00649,2025-02-04 02:14:35,103.5,0,1
ORD_00052,USR_00050,2025-05-02 01:59:27,31.13,0,1
ORD_00053,USR_00078,2025-01-31 04:44:13,59.09,0,1
ORD_00054,USR_00892,2025-07-27 07:44:46,61.35,1,1
ORD_00055,USR_00716,2025-06-29 02:05:25,42.47,0,1
ORD_00056,USR_00766,2025-05-20 23:46:44,77.52,0,1
ORD_00057,USR_00832,2025-03-14 07:22:48,63.26,0,1
ORD_00058,USR_00043,2025-05-28 17:13:57,41.16,0,1
ORD_00059,USR_00567,2025-12-10 16:48:14,137.1,1,1
ORD_00060,USR_00913,2025-01-27 16:07:07,105.47,0,1
ORD_00061,USR_00757,2025-10-31 15:31:21,33.25,1,1
ORD_00062,USR_00506,2025-05-22 17:13:27,18.72,0,1
ORD_00063,USR_00153,2025-02-11 00:41:36,271.53,0,1
ORD_00064,USR_00368,2025-11-19 20:28:33,56.84,1,1
ORD_00065,USR_00234,2025-08-05 14:46:59,35.02,0,1
ORD_00066,USR_00608,2025-03-14 19:11:57,110.01,0,0
ORD_00067,USR_00320,2025-08-18 08:20:05,124.7,0,0
ORD_00068,USR_00099,2025-02-06 17:52:07,103.22,0,1
ORD_00069,USR_00279,2025-09-13 02:05:33,93.61,0,1
ORD_00070,USR_00616,2025-09-22 20:16:05,66.91,0,1
ORD_00071,USR_00540,2025-12-15 18:34:33,53.5,0,1
ORD_00072,USR_00289,2025-01-06 18:36:36,69.85,0,1
ORD_00073,USR_00913,2025-10-19 07:22:35,55.38,0,1
ORD_00074,USR_00204,2025-04-24 01:28:50,34.69,0,1
ORD_00075,USR_00699,2025-03-04 04:30:16,96.54,1,1
ORD_00076,USR_00755,2025-10-25 04:51:40,65.2,1,0
ORD_00077,USR_00317,2025-06-29 10:38:40,79.87,0,1
ORD_00078,USR_00618,2025-11-30 19:50:14,29.33,1,0
ORD_00079,USR_00311,2025-08-31 01:01:32,113.07,0,0
ORD_00080,USR_00993,2025-05-05 06:47:02,117.4,0,0
ORD_00081,USR_00378,2025-12-28 06:55:56,170.89,0,0
ORD_00082,USR_00199,2025-05-31 07:44:52,148.67,0,1
ORD_00083,USR_00161,2025-07-17 00:27:29,17.34,1,1
ORD_00084,USR_00489,2025-09-01 18:53:08,75.02,0,1
ORD_00085,USR_00761,2025-01-18 20:03:29,41.9,0,1
ORD_00086,USR_00145,2025-12-30 08:26:57,19.33,1,1
ORD_00087,USR_00316,2025-01-29 05:44:56,26.64,0,1
ORD_00088,USR_00487,2025-12-15 12:44:29,15.19,0,1
ORD_00089,USR_00093,2025-09-25 15:40:50,19.58,0,1
ORD_00090,USR_00896,2025-03-04 14:32:15,70.08,1,1
ORD_00091,USR_00312,2025-09-16 15:19:19,23.53,0,1
ORD_00092,USR_00089,2025-05-17 21:59:10,67.9,0,1
ORD_00093,USR_00006,2025-06-07 00:07:41,43.07,1,1
ORD_00094,USR_00764,2025-10-15 06:00:31,25.71,0,1
ORD_00095,USR_00082,2025-06-07 03:00:36,76.37,1,1
ORD_00096,USR_00478,2025-05-31 13:31:33,76.7,0,0
ORD_00097,USR_00464,2025-01-27 01:44:12,157.94,0,1
ORD_00098,USR_00452,2025-05-13 09:15:17,34.17,1,1
ORD_00099,USR_00568,2025-07-04 08:54:48,43.02,0,0
ORD_00100,USR_00573,2025-03-01 05:49:54,73.5,1,1
ORD_00101,USR_00186,2025-08-05 11:39:38,71.41,0,1
ORD_00102,USR_00212,2025-06-09 03:26:50,131.9,1,1
ORD_00103,USR_00028,2025-12-28 13:00:05,74.2,0,1
ORD_00104,USR_00975,2025-09-19 10:30:10,31.5,0,1
ORD_00105,USR_00787,2025-07-25 01:07:20,32.14,0,1
ORD_00106,USR_00600,2025-01-08 04:22:50,70.22,0,1
ORD_00107,USR_00440,2025-11-12 00:19:49,119.87,0,1
ORD_00108,USR_00789,2025-04-23 05:23:20,40.73,0,1
ORD_00109,USR_00266,2025-04-04 06:54:19,24.84,1,1
ORD_00110,USR_00522,2025-12-06 18:15:11,6.42,0,1
ORD_00111,USR_00714,2025-04-24 01:51:06,98.89,0,1
ORD_00112,USR_00156,2025-09-13 04:03:04,100.39,1,1
ORD_00113,USR_00698,2025-12-16 23:16:33,59.53,0,1
ORD_00114,USR_00509,2025-08-04 22:55:20,125.1,1,0
ORD_00115,USR_00248,2025-06-11 00:46:07,62.0,0,1
ORD_00116,USR_00107,2025-02-06 03:36:01,40.13,0,1
ORD_00117,USR_00435,2025-05-03 06:10:53,141.72,0,1
ORD_00118,USR_00008,2025-02-08 13:53:45,42.64,0,1
ORD_00119,USR_00570,2025-06-09 14:17:59,60.92,0,1
ORD_00120,USR_00255,2025-12-28 15:41:16,81.73,1,1
ORD_00121,USR_00591,2025-07-24 06:08:41,50.49,0,1
ORD_00122,USR_00325,2025-09-19 21:16:58,21.54,1,0
ORD_00123,USR_00742,2025-09-06 03:54:06,36.79,0,1
ORD_00124,USR_00536,2025-07-10 23:07:33,40.02,0,1
ORD_00125,USR_00588,2025-02-02 05:13:14,46.47,0,1
ORD_00126,USR_00640,2025-06-24 16:54:59,31.77,0,1
ORD_00127,USR_00893,2025-01-20 20:02:15,113.05,1,1
ORD_00128,USR_00938,2025-05-04 01:02:03,58.77,1,1
ORD_00129,USR_00680,2025-10-21 19:08:03,39.21,0,1
ORD_00130,USR_00071,2025-12-19 22:59:28,68.84,0,1
ORD_00131,USR_00003,2025-05-29 05:42:41,68.82,0,1
ORD_00132,USR_01000,2025-09-09 11:32:30,60.22,0,1
ORD_00133,USR_00072,2025-02-18 06:30:43,68.84,0,1
ORD_00134,USR_00455,2025-03-04 03:53:47,23.8,1,1
ORD_00135,USR_00796,2025-04-03 00:09:03,80.9,1,1
ORD_00136,USR_00176,2025-02-06 21:03:50,31.18,0,1
ORD_00137,USR_00439,2025-02-18 03:55:08,19.18,1,1
ORD_00138,USR_00094,2025-07-24 02:32:12,168.29,0,1
ORD_00139,USR_00916,2025-05-19 06:57:00,239.65,0,0
ORD_00140,USR_00391,2025-09-28 12:32:28,67.57,0,1
ORD_00141,USR_00305,2025-01-19 12:55:55,58.84,0,1
ORD_00142,USR_00399,2025-09-02 15:32:05,121.77,0,1
ORD_00143,USR_00573,2025-04-10 08:59:10,34.63,0,1
ORD_00144,USR_00056,2025-05-27 07:45:27,37.55,1,1
ORD_00145,USR_00309,2025-05-04 07:55:46,46.68,0,1
ORD_00146,USR_00820,2025-03-29 19:12:36,53.25,0,1
ORD_00147,USR_00494,2025-07-11 07:08:07,41.39,0,1
ORD_00148,USR_00166,2025-10-06 06:56:25,25.58,0,1
ORD_00149,USR_00043,2025-07-03 09:44:27,38.29,1,1
ORD_00150,USR_00648,2025-02-13 02:07:48,37.3,0,1
ORD_00151,USR_00660,2025-03-24 09:17:32,110.36,1,1
ORD_00152,USR_00918,2025-04-15 14:05:22,48.3,0,0
ORD_00153,USR_00086,2025-03-21 04:15:32,61.09,0,1
ORD_00154,USR_00696,2025-09-22 12:56:40,130.8,0,1
ORD_00155,USR_00271,2025-10-29 20:42:14,107.88,0,1
ORD_00156,USR_00898,2025-01-07 20:12:15,56.5,0,1
ORD_00157,USR_00817,2025-06-18 11:24:11,59.67,1,1
ORD_00158,USR_00115,2025-11-29 12:42:47,32.32,0,1
ORD_00159,USR_00108,2025-03-27 22:58:01,117.91,0,1
ORD_00160,USR_00412,2025-09-19 12:41:27,52.42,0,1
ORD_00161,USR_00866,2025-03-12 08:50:41,13.18,0,1
ORD_00162,USR_00415,2025-08-12 02:39:32,103.31,1,1
ORD_00163,USR_00556,2025-01-15 17:52:25,30.32,1,1
ORD_00164,USR_00522,2025-06-06 20:16:56,83.02,0,1
ORD_00165,USR_00365,2025-07-24 23:14:02,30.89,0,1
ORD_00166,USR_00637,2025-07-30 13:24:20,119.31,0,1
ORD_00167,USR_00243,2025-05-22 02:56:43,35.58,0,1
ORD_00168,USR_00859,2025-01-30 12:47:02,22.47,1,1
ORD_00169,USR_00718,2025-05-13 16:47:28,43.91,0,1
ORD_00170,USR_00532,2025-06-14 18:57:22,25.54,1,1
ORD_00171,USR_00474,2025-06-30 09:23:21,177.97,0,1
ORD_00172,USR_00087,2025-10-22 07:04:07,60.64,0,1
ORD_00173,USR_00564,2025-06-16 15:12:17,33.43,0,0
ORD_00174,USR_00636,2025-11-28 11:04:28,56.77,0,1
ORD_00175,USR_00111,2025-04-15 23:35:03,26.98,1,1
ORD_00176,USR_00439,2025-02-05 21:34:45,45.17,0,1
ORD_00177,USR_00242,2025-04-30 22:32:29,105.79,0,1
ORD_00178,USR_00378,2025-05-06 04:05:31,33.61,0,1
ORD_00179,USR_00722,2025-12-29 21:31:19,90.07,0,1
ORD_00180,USR_00616,2025-08-22 22:32:42,171.2,0,1
ORD_00181,USR_00501,2025-04-19 14:37:42,81.22,0,1
ORD_00182,USR_00785,2025-12-16 23:49:02,80.65,0,1
ORD_00183,USR_00427,2025-11-18 18:42:08,69.48,0,1
ORD_00184,USR_00835,2025-06-09 02:12:44,76.18,1,0
ORD_00185,USR_00562,2025-12-22 14:52:09,73.72,0,1
ORD_00186,USR_00731,2025-10-15 17:45:23,32.63,0,1
ORD_00187,USR_00957,2025-07-21 21:00:09,94.55,1,1
ORD_00188,USR_00594,2025-03-08 20:32:50,12.75,1,1
ORD_00189,USR_00069,2025-05-22 01:47:41,71.75,0,1
ORD_00190,USR_00603,2025-06-14 10:22:00,58.23,0,0
ORD_00191,USR_00035,2025-01-15 21:37:38,59.2,0,1
ORD_00192,USR_00780,2025-01-30 23:06:33,28.69,0,1
ORD_00193,USR_00595,2025-04-11 18:05:08,32.62,0,1
ORD_00194,USR_00476,2025-11-05 07:24:33,18.04,0,1
ORD_00195,USR_00611,2025-08-30 15:44:25,40.27,0,0
ORD_00196,USR_00444,2025-10-26 20:30:47,27.91,0,1
ORD_00197,USR_00038,2025-09-20 04:56:08,47.22,0,1
ORD_00198,USR_00236,2025-08-16 08:51:28,82.82,0,0
ORD_00199,USR_00660,2025-05-17 07:19:01,64.61,0,1
ORD_00200,USR_00496,2025-03-31 02:24:24,32.38,0,1
ORD_00201,USR_00695,2025-02-23 21:04:21,26.19,0,1
ORD_00202,USR_00992,2025-01-06 23:23:55,94.88,0,1
ORD_00203,USR_00632,2025-07-10 06:51:52,78.67,0,1
ORD_00204,USR_00288,2025-05-15 08:35:55,36.47,0,1
ORD_00205,USR_00246,2025-05-24 00:05:17,54.59,1,1
ORD_00206,USR_00095,2025-10-14 05:58:34,38.87,0,1
ORD_00207,USR_00743,2025-10-04 05:37:52,21.16,0,1
ORD_00208,USR_00214,2025-11-18 07:03:05,49.78,0,1
ORD_00209,USR_00653,2025-08-21 17:17:39,16.48,0,0
ORD_00210,USR_00755,2025-01-11 06:19:36,66.75,1,1
ORD_00211,USR_00239,2025-08-13 00:53:40,47.01,0,1
ORD_00212,USR_00079,2025-12-07 11:33:32,58.98,0,1
ORD_00213,USR_00441,2025-01-15 12:26:52,27.49,1,1
ORD_00214,USR_00030,2025-11-06 15:10:03,36.68,0,1
ORD_00215,USR_00712,2025-01-02 09:11:40,42.89,0,1
ORD_00216,USR_00315,2025-07-12 17:44:48,31.55,0,1
ORD_00217,USR_00032,2025-05-28 13:22:30,42.24,0,1
ORD_00218,USR_00466,2025-02-22 22:01:28,66.37,0,1
ORD_00219,USR_00675,2025-12-27 07:48:24,26.3,0,1
ORD_00220,USR_00269,2025-12-29 17:23:29,46.09,1,1
ORD_00221,USR_00296,2025-11-12 11:58:08,35.08,0,1
ORD_00222,USR_00554,2025-04-09 22:24:23,69.74,0,1
ORD_00223,USR_00903,2025-08-14 02:51:12,48.57,1,1
ORD_00224,USR_00093,2025-03-07 10:07:09,28.3,1,1
ORD_00225,USR_00709,2025-09-28 22:40:55,43.28,0,1
ORD_00226,USR_00876,2025-08-19 12:10:02,60.0,0,1
ORD_00227,USR_00622,2025-11-08 03:35:47,43.12,0,1
ORD_00228,USR_00118,2025-04-30 18:29:29,21.7,1,1
ORD_00229,USR_00446,2025-04-19 23:46:29,24.14,0,1
ORD_00230,USR_00421,2025-04-27 18:10:28,43.23,1,1
ORD_00231,USR_00934,2025-07-05 21:13:57,36.88,0,1
ORD_00232,USR_00764,2025-09-05 12:17:21,59.95,0,1
ORD_00233,USR_00827,2025-06-14 22:19:32,52.64,0,1
ORD_00234,USR_00549,2025-08-22 23:21:16,78.38,1,1
ORD_00235,USR_00962,2025-03-13 03:22:09,77.34,0,1
ORD_00236,USR_00996,2025-07-01 08:23:45,19.79,0,1
ORD_00237,USR_00200,2025-02-09 08:27:17,60.95,1,1
ORD_00238,USR_00374,2025-03-08 05:33:01,74.96,0,1
ORD_00239,USR_00044,2025-12-10 20:44:50,41.61,1,1
ORD_00240,USR_00656,2025-05-20 23:21:17,86.96,0,1
ORD_00241,USR_00797,2025-01-09 20:52:50,46.41,0,1
ORD_00242,USR_00321,2025-04-22 06:48:06,85.24,0,1
ORD_00243,USR_00567,2025-02-16 11:48:25,11.96,1,1
ORD_00244,USR_00278,2025-09-23 11:40:13,41.62,0,1
ORD_00245,USR_00352,2025-06-10 19:01:35,82.39,0,0
ORD_00246,USR_00827,2025-07-29 16:18:56,53.74,0,1
ORD_00247,USR_00349,2025-01-31 16:11:57,55.39,1,0
ORD_00248,USR_00256,2025-08-19 00:47:24,24.04,0,1
ORD_00249,USR_00761,2025-03-20 18:15:54,64.9,0,1
ORD_00250,USR_00044,2025-07-03 03:36:19,44.34,0,1
ORD_00251,USR_00765,2025-05-18 11:39:57,37.95,1,1
ORD_00252,USR_00331,2025-11-12 07:50:28,45.9,1,1
ORD_00253,USR_00510,2025-04-22 03:42:01,72.33,0,0
ORD_00254,USR_00271,2025-08-13 19:03:04,30.8,0,1
ORD_00255,USR_00433,2025-03-23 11:16:45,43.22,0,1
ORD_00256,USR_00578,2025-11-21 00:49:46,124.6,1,1
ORD_00257,USR_00362,2025-03-13 15:27:49,36.33,0,1
ORD_00258,USR_00959,2025-11-10 00:53:47,90.71,1,1
ORD_00259,USR_00490,2025-11-17 02:53:22,45.3,1,1
ORD_00260,USR_00611,2025-06-02 03:57:50,36.36,0,1
ORD_00261,USR_00709,2025-01-19 18:23:10,103.78,1,1
ORD_00262,USR_00581,2025-03-01 12:01:24,146.63,0,1
ORD_00263,USR_00305,2025-10-16 11:44:25,16.87,0,1
ORD_00264,USR_00969,2025-02-04 08:36:08,195.11,0,1
ORD_00265,USR_00131,2025-11-19 11:03:06,80.84,0,1
ORD_00266,USR_00057,2025-09-02 06:15:32,124.76,0,1
ORD_00267,USR_00714,2025-02-16 04:03:42,60.71,0,1
ORD_00268,USR_00952,2025-01-16 07:28:39,38.81,1,1
ORD_00269,USR_00246,2025-11-17 12:15:46,93.75,0,1
ORD_00270,USR_00237,2025-05-08 07:01:49,83.91,0,1
ORD_00271,USR_00677,2025-10-27 04:34:39,15.24,0,1
ORD_00272,USR_00864,2025-09-19 04:25:45,67.39,1,1
ORD_00273,USR_00445,2025-01-29 23:18:25,40.15,1,1
ORD_00274,USR_00804,2025-11-05 01:16:35,49.63,0,1
ORD_00275,USR_00539,2025-12-03 12:11:28,99.46,0,1
ORD_00276,USR_00243,2025-08-27 05:11:53,70.49,1,1
ORD_00277,USR_00700,2025-07-24 20:37:39,30.71,0,0
ORD_00278,USR_00502,2025-02-08 18:35:55,21.25,0,1
ORD_00279,USR_00920,2025-12-22 14:40:34,19.41,0,1
ORD_00280,USR_00030,2025-07-09 11:33:04,43.33,0,1
ORD_00281,USR_00380,2025-04-12 16:02:00,56.6,0,1
ORD_00282,USR_00938,2025-04-04 06:38:33,111.22,0,1
ORD_00283,USR_00835,2025-10-07 22:57:10,151.38,0,1
ORD_00284,USR_00054,2025-02-25 08:27:59,27.46,0,1
ORD_00285,USR_00233,2025-05-17 14:56:41,88.67,0,1
ORD_00286,USR_00705,2025-01-16 02:54:13,82.08,1,1
ORD_00287,USR_00809,2025-12-11 13:43:18,37.23,1,1
ORD_00288,USR_00602,2025-08-20 17:01:41,97.59,0,1
ORD_00289,USR_00892,2025-11-29 11:17:45,41.44,0,1
ORD_00290,USR_00237,2025-03-11 01:26:39,89.75,0,1
ORD_00291,USR_00206,2025-05-27 01:43:05,35.36,1,1
ORD_00292,USR_00341,2025-03-01 04:00:44,60.22,0,1
ORD_00293,USR_00993,2025-09-16 04:35:35,30.41,0,1
ORD_00294,USR_00768,2025-08-07 11:14:34,62.84,0,1
ORD_00295,USR_00512,2025-08-16 14:22:35,66.75,0,1
ORD_00296,USR_00544,2025-05-06 12:05:09,43.66,0,1
ORD_00297,USR_00315,2025-06-30 10:58:57,41.37,1,1
ORD_00298,USR_00915,2025-11-25 02:41:57,31.74,1,1
ORD_00299,USR_00998,2025-11-22 13:19:34,394.05,0,1
ORD_00300,USR_00699,2025-06-10 18:49:54,40.13,0,1
ORD_00301,USR_00626,2025-07-01 01:45:40,33.15,1,1
ORD_00302,USR_00667,2025-12-04 09:22:42,71.37,0,1
ORD_00303,USR_00575,2025-07-16 08:25:08,42.14,0,1
ORD_00304,USR_00572,2025-05-11 04:28:30,40.77,1,1
ORD_00305,USR_00947,2025-10-10 18:39:52,109.16,0,1
ORD_00306,USR_00098,2025-10-27 14:49:05,70.64,0,1
ORD_00307,USR_00885,2025-05-17 20:45:46,44.21,1,1
ORD_00308,USR_00179,2025-07-23 11:30:11,134.66,0,1
ORD_00309,USR_00367,2025-11-08 14:18:09,34.99,0,1
ORD_00310,USR_00836,2025-06-16 22:25:02,31.41,0,0
ORD_00311,USR_00744,2025-10-01 19:16:44,125.28,1,0
ORD_00312,USR_00705,2025-10-06 23:20:16,24.89,1,1
ORD_00313,USR_00334,2025-02-14 04:15:44,86.48,1,1
ORD_00314,USR_00017,2025-10-05 08:40:06,82.7,0,1
ORD_00315,USR_00907,2025-08-25 01:02:17,82.32,1,1
ORD_00316,USR_00809,2025-08-19 06:16:45,112.97,0,0
ORD_00317,USR_00281,2025-05-21 10:48:44,192.83,0,1
ORD_00318,USR_00301,2025-11-21 05:46:02,195.68,0,1
ORD_00319,USR_00508,2025-08-29 13:31:05,69.86,0,1
ORD_00320,USR_00407,2025-01-24 03:34:45,67.49,1,1
ORD_00321,USR_00796,2025-04-02 23:14:23,136.82,0,1
ORD_00322,USR_00665,2025-11-02 08:53:38,34.86,0,1
ORD_00323,USR_00728,2025-12-16 12:35:52,43.06,0,1
ORD_00324,USR_00278,2025-02-21 05:23:24,102.62,0,1
ORD_00325,USR_00579,2025-02-27 03:41:32,118.19,0,1
ORD_00326,USR_00764,2025-11-09 13:38:31,49.81,0,1
ORD_00327,USR_00906,2025-11-30 09:42:50,53.24,0,1
ORD_00328,USR_00627,2025-05-03 16:00:03,34.03,1,1
ORD_00329,USR_00116,2025-10-17 06:16:57,25.85,1,1
ORD_00330,USR_00787,2025-02-11 12:17:04,33.58,0,1
ORD_00331,USR_00262,2025-02-23 09:13:14,75.17,0,1
ORD_00332,USR_00687,2025-02-04 05:03:26,46.27,0,1
ORD_00333,USR_00888,2025-12-10 13:25:18,19.65,0,1
ORD_00334,USR_00233,2025-06-28 22:25:41,48.87,0,1
ORD_00335,USR_00777,2025-07-14 00:18:16,177.59,1,1
ORD_00336,USR_00666,2025-07-26 06:46:46,44.61,0,1
ORD_00337,USR_00786,2025-02-08 22:27:57,40.25,1,1
ORD_00338,USR_00987,2025-10-02 15:58:39,10.42,0,0
ORD_00339,USR_00941,2025-02-16 16:58:12,49.16,1,1
ORD_00340,USR_00293,2025-07-28 03:09:05,144.34,0,1
ORD_00341,USR_00042,2025-06-07 12:08:19,57.45,0,1
ORD_00342,USR_00911,2025-04-16 23:00:59,34.63,0,1
ORD_00343,USR_00982,2025-09-05 15:35:22,37.86,0,1
ORD_00344,USR_00690,2025-08-15 17:41:56,189.45,0,1
ORD_00345,USR_00141,2025-09-02 15:13:16,47.46,1,1
ORD_00346,USR_00762,2025-09-03 22:37:48,99.9,0,1
ORD_00347,USR_00308,2025-09-12 18:35:05,45.8,1,1
ORD_00348,USR_00945,2025-08-18 04:53:52,61.95,1,1
ORD_00349,USR_00214,2025-06-18 00:35:13,27.01,1,1
ORD_00350,USR_00245,2025-10-16 14:40:36,67.39,0,1
ORD_00351,USR_00587,2025-11-25 07:02:25,48.48,0,1
ORD_00352,USR_00057,2025-03-14 01:32:41,123.02,0,1
ORD_00353,USR_00451,2025-01-22 09:11:27,42.45,1,1
ORD_00354,USR_00253,2025-11-10 17:29:00,59.36,0,1
ORD_00355,USR_00407,2025-01-10 20:01:11,166.43,0,1
ORD_00356,USR_00194,2025-10-01 11:52:36,44.33,0,1
ORD_00357,USR_00757,2025-12-08 06:11:59,53.92,0,1
ORD_00358,USR_00683,2025-05-08 17:04:51,110.6,0,1
ORD_00359,USR_00357,2025-09-30 15:07:35,58.18,1,1
ORD_00360,USR_00913,2025-01-01 12:05:06,69.12,1,1
ORD_00361,USR_00495,2025-05-25 12:53:32,34.96,0,1
ORD_00362,USR_00106,2025-12-14 14:18:57,66.29,0,1
ORD_00363,USR_00084,2025-06-18 23:48:01,37.61,1,1
ORD_00364,USR_00013,2025-01-01 19:05:48,26.54,0,0
ORD_00365,USR_00096,2025-08-03 23:14:27,42.84,1,1
ORD_00366,USR_00785,2025-09-05 00:26:24,82.64,1,1
ORD_00367,USR_00874,2025-08-11 03:23:42,43.86,0,1
ORD_00368,USR_00141,2025-12-06 14:54:40,38.42,1,1
ORD_00369,USR_00208,2025-09-03 17:50:37,38.04,0,1
ORD_00370,USR_00431,2025-09-24 01:37:55,103.0,0,1
ORD_00371,USR_00368,2025-01-10 21:33:59,54.92,1,1
ORD_00372,USR_00422,2025-04-18 19:14:22,27.71,0,0
ORD_00373,USR_00436,2025-04-27 17:59:20,59.54,0,1
ORD_00374,USR_00412,2025-03-11 22:24:08,28.59,1,1
ORD_00375,USR_00843,2025-12-03 03:29:53,11.3,0,1
ORD_00376,USR_00788,2025-03-04 06:43:48,190.36,0,1
ORD_00377,USR_00264,2025-10-13 11:56:44,44.58,0,1
ORD_00378,USR_00630,2025-01-27 12:58:09,123.54,0,1
ORD_00379,USR_00002,2025-05-10 21:36:01,101.64,0,1
ORD_00380,USR_00059,2025-11-24 13:27:48,101.24,0,1
ORD_00381,USR_00116,2025-03-06 18:52:29,13.11,0,1
ORD_00382,USR_00856,2025-12-07 16:51:49,215.98,0,1
ORD_00383,USR_00882,2025-03-15 09:03:08,32.87,0,1
ORD_00384,USR_00378,2025-03-09 10:55:03,66.63,0,1
ORD_00385,USR_00908,2025-10-31 22:58:36,46.21,0,1
ORD_00386,USR_00452,2025-08-26 20:39:29,16.35,1,1
ORD_00387,USR_00398,2025-05-01 19:20:59,74.05,0,1
ORD_00388,USR_00670,2025-11-10 00:43:44,48.68,1,1
ORD_00389,USR_00573,2025-02-16 19:52:39,89.68,0,1
ORD_00390,USR_00998,2025-07-03 05:06:46,26.77,0,1
ORD_00391,USR_00237,2025-08-11 23:44:11,48.39,1,1
ORD_00392,USR_00081,2025-06-04 16:50:37,86.91,1,1
ORD_00393,USR_00178,2025-05-28 15:47:27,23.14,0,1
ORD_00394,USR_00289,2025-12-18 13:04:38,45.22,0,0
ORD_00395,USR_00221,2025-10-01 07:21:34,59.71,0,1
ORD_00396,USR_00315,2025-04-07 09:31:51,48.93,0,1
ORD_00397,USR_00728,2025-10-26 06:30:19,33.26,0,1
ORD_00398,USR_00402,2025-10-12 18:17:48,63.02,0,1
ORD_00399,USR_00219,2025-04-20 19:04:30,83.43,0,1
ORD_00400,USR_00962,2025-08-17 06:25:16,40.9,0,1
ORD_00401,USR_00280,2025-10-18 15:15:38,30.42,0,1
ORD_00402,USR_00598,2025-12-29 01:40:54,43.35,0,1
ORD_00403,USR_00919,2025-06-09 06:39:54,41.03,0,0
ORD_00404,USR_00588,2025-11-01 13:51:44,28.43,0,1
ORD_00405,USR_00799,2025-09-17 19:59:12,108.33,0,1
ORD_00406,USR_00372,2025-10-09 03:59:14,49.12,1,1
ORD_00407,USR_00069,2025-09-25 04:33:12,35.47,0,1
ORD_00408,USR_00961,2025-10-22 19:55:59,53.2,1,1
ORD_00409,USR_00088,2025-03-21 01:59:28,40.87,0,1
ORD_00410,USR_00885,2025-02-16 16:20:37,55.15,0,0
