event_id,session_id,stage,event_time
EVT_000149,SES_00062,landing,2025-10-08 23:50:09
EVT_000150,SES_00063,landing,2025-07-04 23:55:43
EVT_000151,SES_00063,Category,2025-07-04 23:56:08
EVT_000152,SES_00064,landing,2025-04-04 22:05:45
EVT_000153,SES_00064,Category,2025-04-04 22:07:20
EVT_000154,SES_00064,Product,2025-04-04 22:08:28
EVT_000155,SES_00064,Cart,2025-04-04 22:10:23
EVT_000156,SES_00064,Checkout,2025-04-04 22:12:16
EVT_000157,SES_00065,landing,2025-02-13 17:26:50
EVT_000158,SES_00066,landing,2025-07-26 04:14:13
EVT_000159,SES_00066,Category,2025-07-26 04:15:55
EVT_000160,SES_00067,landing,2025-08-13 23:34:32
EVT_000161,SES_00067,Category,2025-08-13 23:35:58
EVT_000162,SES_00067,Product,2025-08-13 23:37:52
EVT_000163,SES_00067,Cart,2025-08-13 23:38:07
EVT_000164,SES_00068,landing,2025-03-17 01:20:43
EVT_000165,SES_00068,Category,2025-03-17 01:21:24
EVT_000166,SES_00068,Product,2025-03-17 01:22:12
EVT_000167,SES_00069,landing,2025-09-16 01:48:03
EVT_000168,SES_00070,landing,2025-08-14 23:41:34
EVT_000169,SES_00070,Category,2025-08-14 23:42:20
EVT_000170,SES_00071,landing,2025-03-26 03:44:30
EVT_000171,SES_00072,landing,2025-11-07 20:31:56
EVT_000172,SES_00072,Category,2025-11-07 20:33:23
EVT_000173,SES_00073,landing,2025-12-02 22:55:10
EVT_000174,SES_00073,Category,2025-12-02 22:56:46
EVT_000175,SES_00073,Product,2025-12-02 22:57:03
EVT_000176,SES_00073,Cart,2025-12-02 22:58:53
EVT_000177,SES_00073,Checkout,2025-12-02 23:00:49
EVT_000178,SES_00073,Thank_you,2025-12-02 23:01:31
EVT_000179,SES_00074,landing,2025-08-01 21:09:25
EVT_000180,SES_00074,Category,2025-08-01 21:10:18
EVT_000181,SES_00074,Product,2025-08-01 21:12:17
EVT_000182,SES_00075,landing,2025-08-29 21:18:56
EVT_000183,SES_00075,Category,2025-08-29 21:20:32
EVT_000184,SES_00076,landing,2025-04-24 18:09:13
EVT_000185,SES_00077,landing,2025-05-07 12:08:38
EVT_000186,SES_00077,Category,2025-05-07 12:09:43
EVT_000187,SES_00077,Product,2025-05-07 12:09:58
EVT_000188,SES_00077,Cart,2025-05-07 12:10:19
EVT_000189,SES_00077,Checkout,2025-05-07 12:11:42
EVT_000190,SES_00078,landing,2025-05-30 02:21:06
EVT_000191,SES_00078,Category,2025-05-30 02:22:11
EVT_000192,SES_00079,landing,2025-11-10 00:19:20
EVT_000193,SES_00080,landing,2025-12-21 17:13:32
EVT_000194,SES_00080,Category,2025-12-21 17:13:48
EVT_000195,SES_00081,landing,2025-02-08 21:12:46
EVT_000196,SES_00082,landing,2025-10-26 08:13:06
EVT_000197,SES_00082,Category,2025-10-26 08:13:36
EVT_000198,SES_00082,Product,2025-10-26 08:14:08
EVT_000199,SES_00083,landing,2025-04-15 05:14:19
EVT_000200,SES_00083,Category,2025-04-15 05:15:38
EVT_000201,SES_00083,Product,2025-04-15 05:16:49
EVT_000202,SES_00084,landing,2025-12-18 18:35:36
EVT_000203,SES_00085,landing,2025-10-01 08:49:53
EVT_000204,SES_00085,Category,2025-10-01 08:51:11
EVT_000205,SES_00086,landing,2025-05-05 18:33:03
EVT_000206,SES_00087,landing,2025-07-21 02:12:45
EVT_000207,SES_00088,landing,2025-05-15 14:52:49
EVT_000208,SES_00088,Category,2025-05-15 14:54:47
EVT_000209,SES_00089,landing,2025-10-18 11:19:56
EVT_000210,SES_00089,Category,2025-10-18 11:20:33
EVT_000211,SES_00089,Product,2025-10-18 11:21:01
EVT_000212,SES_00089,Cart,2025-10-18 11:22:16
EVT_000213,SES_00089,Checkout,2025-10-18 11:24:03
EVT_000214,SES_00090,landing,2025-01-25 03:18:59
EVT_000215,SES_00090,Category,2025-01-25 03:20:13
EVT_000216,SES_00091,landing,2025-05-21 18:24:25
EVT_000217,SES_00092,landing,2025-11-17 13:12:56
EVT_000218,SES_00093,landing,2025-11-13 07:20:19
EVT_000219,SES_00093,Category,2025-11-13 07:20:53
EVT_000220,SES_00093,Product,2025-11-13 07:21:33
EVT_000221,SES_00094,landing,2025-10-28 00:27:28
EVT_000222,SES_00094,Category,2025-10-28 00:28:38
EVT_000223,SES_00094,Product,2025-10-28 00:28:54
EVT_000224,SES_00095,landing,2025-03-13 23:45:11
EVT_000225,SES_00096,landing,2025-05-30 09:16:28
EVT_000226,SES_00097,landing,2025-06-07 00:17:21
EVT_000227,SES_00097,Category,2025-06-07 00:18:13
EVT_000228,SES_00098,landing,2025-01-15 11:04:38
EVT_000229,SES_00099,landing,2025-08-03 01:49:56
EVT_000230,SES_00100,landing,2025-12-24 17:38:55
EVT_000231,SES_00100,Category,2025-12-24 17:40:33
EVT_000232,SES_00100,Product,2025-12-24 17:41:41
EVT_000233,SES_00101,landing,2025-02-21 20:39:38
EVT_000234,SES_00101,Category,2025-02-21 20:40:04
EVT_000235,SES_00102,landing,2025-08-06 09:53:49
EVT_000236,SES_00102,Category,2025-08-06 09:54:36
EVT_000237,SES_00102,Product,2025-08-06 09:56:35
EVT_000238,SES_00103,landing,2025-09-04 16:09:04
EVT_000239,SES_00103,Category,2025-09-04 16:10:44
EVT_000240,SES_00103,Product,2025-09-04 16:12:31
EVT_000241,SES_00103,Cart,2025-09-04 16:12:49
EVT_000242,SES_00104,landing,2025-08-05 11:29:59
EVT_000243,SES_00105,landing,2025-04-08 23:36:44
EVT_000244,SES_00106,landing,2025-10-13 03:56:20
EVT_000245,SES_00107,landing,2025-01-28 19:03:23
EVT_000246,SES_00108,landing,2025-11-28 23:00:57
EVT_000247,SES_00109,landing,2025-06-28 07:18:29
EVT_000248,SES_00109,Category,2025-06-28 07:19:07
EVT_000249,SES_00109,Product,2025-06-28 07:20:10
EVT_000250,SES_00109,Cart,2025-06-28 07:22:00
EVT_000251,SES_00110,landing,2025-10-04 22:37:33
EVT_000252,SES_00110,Category,2025-10-04 22:37:53
EVT_000253,SES_00111,landing,2025-12-02 10:12:53
EVT_000254,SES_00111,Category,2025-12-02 10:14:45
EVT_000255,SES_00112,landing,2025-04-06 09:27:50
EVT_000256,SES_00112,Category,2025-04-06 09:29:18
EVT_000257,SES_00113,landing,2025-06-04 00:37:22
EVT_000258,SES_00113,Category,2025-06-04 00:39:03
EVT_000259,SES_00113,Product,2025-06-04 00:39:45
EVT_000260,SES_00114,landing,2025-02-13 17:24:38
EVT_000261,SES_00114,Category,2025-02-13 17:25:30
EVT_000262,SES_00114,Product,2025-02-13 17:26:49
EVT_000263,SES_00115,landing,2025-06-06 08:15:00
EVT_000264,SES_00115,Category,2025-06-06 08:16:19
EVT_000265,SES_00115,Product,2025-06-06 08:17:40
EVT_000266,SES_00115,Cart,2025-06-06 08:18:42
EVT_000267,SES_00115,Checkout,2025-06-06 08:20:01
EVT_000268,SES_00116,landing,2025-05-23 02:41:52
EVT_000269,SES_00116,Category,2025-05-23 02:42:34
EVT_000270,SES_00116,Product,2025-05-23 02:44:31
EVT_000271,SES_00117,landing,2025-03-07 08:04:40
EVT_000272,SES_00117,Category,2025-03-07 08:05:40
EVT_000273,SES_00117,Product,2025-03-07 08:07:17
EVT_000274,SES_00118,landing,2025-05-03 23:56:51
EVT_000275,SES_00118,Category,2025-05-03 23:57:30
EVT_000276,SES_00118,Product,2025-05-03 23:58:32
EVT_000277,SES_00118,Cart,2025-05-03 23:59:29
EVT_000278,SES_00119,landing,2025-03-18 22:23:20
EVT_000279,SES_00119,Category,2025-03-18 22:23:57
EVT_000280,SES_00119,Product,2025-03-18 22:24:54
EVT_000281,SES_00119,Cart,2025-03-18 22:26:00
EVT_000282,SES_00120,landing,2025-07-20 15:34:10
EVT_000283,SES_00121,landing,2025-08-11 19:03:24
EVT_000284,SES_00121,Category,2025-08-11 19:03:54
EVT_000285,SES_00122,landing,2025-09-30 07:05:36
EVT_000286,SES_00122,Category,2025-09-30 07:06:10
EVT_000287,SES_00122,Product,2025-09-30 07:07:38
EVT_000288,SES_00123,landing,2025-03-05 19:30:05
EVT_000289,SES_00123,Category,2025-03-05 19:30:24
EVT_000290,SES_00124,landing,2025-05-31 04:55:12
EVT_000291,SES_00125,landing,2025-05-08 16:05:12
EVT_000292,SES_00125,Category,2025-05-08 16:06:39
EVT_000293,SES_00125,Product,2025-05-08 16:07:02
EVT_000294,SES_00125,Cart,2025-05-08 16:08:08
EVT_000295,SES_00125,Checkout,2025-05-08 16:08:31
EVT_000296,SES_00126,landing,2025-09-23 15:22:03
EVT_000297,SES_00127,landing,2025-01-25 08:01:35
EVT_000298,SES_00127,Category,2025-01-25 08:02:55
EVT_000299,SES_00127,Product,2025-01-25 08:03:46
EVT_000300,SES_00127,Cart,2025-01-25 08:04:03
EVT_000301,SES_00128,landing,2025-12-07 14:53:37
EVT_000302,SES_00128,Category,2025-12-07 14:54:11
EVT_000303,SES_00129,landing,2025-12-06 17:25:21
EVT_000304,SES_00129,Category,2025-12-06 17:27:09
EVT_000305,SES_00129,Product,2025-12-06 17:28:29
EVT_000306,SES_00130,landing,2025-06-29 15:46:47
EVT_000307,SES_00131,landing,2025-07-05 13:54:59
EVT_000308,SES_00132,landing,2025-05-21 16:02:53
EVT_000309,SES_00132,Category,2025-05-21 16:04:19
EVT_000310,SES_00133,landing,2025-05-04 20:06:23
EVT_000311,SES_00133,Category,2025-05-04 20:08:06
EVT_000312,SES_00134,landing,2025-05-07 01:50:01
EVT_000313,SES_00135,landing,2025-07-13 09:53:18
EVT_000314,SES_00135,Category,2025-07-13 09:53:58
EVT_000315,SES_00136,landing,2025-08-16 05:26:08
EVT_000316,SES_00136,Category,2025-08-16 05:27:11
EVT_000317,SES_00137,landing,2025-05-15 05:07:03
EVT_000318,SES_00138,landing,2025-11-06 00:05:51
EVT_000319,SES_00138,Category,2025-11-06 00:06:35
EVT_000320,SES_00139,landing,2025-06-09 18:18:48
EVT_000321,SES_00140,landing,2025-01-22 16:00:58
EVT_000322,SES_00141,landing,2025-07-26 02:34:59
EVT_000323,SES_00141,Category,2025-07-26 02:36:29
EVT_000324,SES_00141,Product,2025-07-26 02:37:48
EVT_000325,SES_00141,Cart,2025-07-26 02:39:10
EVT_000326,SES_00141,Checkout,2025-07-26 02:40:23
EVT_000327,SES_00141,Thank_you,2025-07-26 02:41:42
EVT_000328,SES_00142,landing,2025-11-03 19:20:24
EVT_000329,SES_00142,Category,2025-11-03 19:21:28
EVT_000330,SES_00142,Product,2025-11-03 19:23:06
EVT_000331,SES_00143,landing,2025-12-06 05:05:40
EVT_000332,SES_00143,Category,2025-12-06 05:07:16
EVT_000333,SES_00143,Product,2025-12-06 05:07:37
EVT_000334,SES_00143,Cart,2025-12-06 05:08:24
EVT_000335,SES_00144,landing,2025-06-01 22:56:51
EVT_000336,SES_00144,Category,2025-06-01 22:57:19
EVT_000337,SES_00144,Product,2025-06-01 22:59:09
EVT_000338,SES_00144,Cart,2025-06-01 22:59:50
EVT_000339,SES_00145,landing,2025-05-25 15:59:56
EVT_000340,SES_00146,landing,2025-07-25 12:01:39
EVT_000341,SES_00146,Category,2025-07-25 12:03:28
EVT_000342,SES_00146,Product,2025-07-25 12:04:04
EVT_000343,SES_00146,Cart,2025-07-25 12:04:31
EVT_000344,SES_00147,landing,2025-12-04 21:17:36
EVT_000345,SES_00147,Category,2025-12-04 21:18:40
EVT_000346,SES_00148,landing,2025-10-04 20:35:36
EVT_000347,SES_00148,Category,2025-10-04 20:36:46
EVT_000348,SES_00148,Product,2025-10-04 20:37:37
EVT_000349,SES_00148,Cart,2025-10-04 20:38:53
EVT_000350,SES_00149,landing,2025-02-19 05:34:59
EVT_000351,SES_00149,Category,2025-02-19 05:36:23
EVT_000352,SES_00150,landing,2025-02-08 13:40:23
EVT_000353,SES_00150,Category,2025-02-08 13:41:22
EVT_000354,SES_00151,landing,2025-06-29 12:00:07
EVT_000355,SES_00151,Category,2025-06-29 12:00:57
EVT_000356,SES_00151,Product,2025-06-29 12:02:16
EVT_000357,SES_00151,Cart,2025-06-29 12:04:11
EVT_000358,SES_00152,landing,2025-09-12 01:39:29
EVT_000359,SES_00152,Category,2025-09-12 01:40:07
EVT_000360,SES_00153,landing,2025-08-28 21:06:39
EVT_000361,SES_00153,Category,2025-08-28 21:07:14
EVT_000362,SES_00154,landing,2025-02-26 13:53:33
EVT_000363,SES_00155,landing,2025-11-12 00:04:57
EVT_000364,SES_00155,Category,2025-11-12 00:05:40
EVT_000365,SES_00155,Product,2025-11-12 00:07:24
EVT_000366,SES_00155,Cart,2025-11-12 00:08:14
EVT_000367,SES_00156,landing,2025-11-11 22:29:19
EVT_000368,SES_00156,Category,2025-11-11 22:29:37
EVT_000369,SES_00156,Product,2025-11-11 22:30:05
EVT_000370,SES_00157,landing,2025-06-08 17:19:03
EVT_000371,SES_00157,Category,2025-06-08 17:19:19
EVT_000372,SES_00158,landing,2025-12-28 16:12:35
EVT_000373,SES_00159,landing,2025-06-23 13:27:41
EVT_000374,SES_00159,Category,2025-06-23 13:28:48
EVT_000375,SES_00159,Product,2025-06-23 13:30:36
EVT_000376,SES_00160,landing,2025-05-06 20:35:38
EVT_000377,SES_00160,Category,2025-05-06 20:36:08
EVT_000378,SES_00160,Product,2025-05-06 20:37:09
EVT_000379,SES_00161,landing,2025-08-07 21:10:52
EVT_000380,SES_00161,Category,2025-08-07 21:11:11
EVT_000381,SES_00161,Product,2025-08-07 21:12:27
EVT_000382,SES_00161,Cart,2025-08-07 21:12:50
EVT_000383,SES_00162,landing,2025-08-07 22:43:04
EVT_000384,SES_00162,Category,2025-08-07 22:43:20
EVT_000385,SES_00162,Product,2025-08-07 22:44:55
EVT_000386,SES_00162,Cart,2025-08-07 22:46:13
EVT_000387,SES_00163,landing,2025-09-10 15:31:34
EVT_000388,SES_00163,Category,2025-09-10 15:33:32
EVT_000389,SES_00164,landing,2025-09-17 21:20:31
EVT_000390,SES_00165,landing,2025-04-01 03:26:50
EVT_000391,SES_00165,Category,2025-04-01 03:27:25
EVT_000392,SES_00166,landing,2025-08-27 05:24:40
EVT_000393,SES_00167,landing,2025-07-05 05:03:28
EVT_000394,SES_00167,Category,2025-07-05 05:03:54
EVT_000395,SES_00168,landing,2025-01-14 22:40:01
EVT_000396,SES_00169,landing,2025-04-25 08:39:27
EVT_000397,SES_00169,Category,2025-04-25 08:40:51
EVT_000398,SES_00170,landing,2025-04-26 02:05:46
EVT_000399,SES_00171,landing,2025-10-26 15:24:16
EVT_000400,SES_00172,landing,2025-10-17 07:09:27
EVT_000401,SES_00173,landing,2025-09-18 15:00:22
EVT_000402,SES_00173,Category,2025-09-18 15:01:43
EVT_000403,SES_00173,Product,2025-09-18 15:03:16
EVT_000404,SES_00173,Cart,2025-09-18 15:04:04
EVT_000405,SES_00174,landing,2025-09-27 21:43:53
EVT_000406,SES_00175,landing,2025-09-25 20:10:35
EVT_000407,SES_00175,Category,2025-09-25 20:10:55
EVT_000408,SES_00175,Product,2025-09-25 20:12:12
EVT_000409,SES_00176,landing,2025-03-29 19:01:44
EVT_000410,SES_00176,Category,2025-03-29 19:02:57
EVT_000411,SES_00177,landing,2025-04-02 11:36:42
EVT_000412,SES_00177,Category,2025-04-02 11:37:21
EVT_000413,SES_00177,Product,2025-04-02 11:38:07
EVT_000414,SES_00177,Cart,2025-04-02 11:39:20
EVT_000415,SES_00178,landing,2025-11-15 09:55:51
EVT_000416,SES_00178,Category,2025-11-15 09:56:24
EVT_000417,SES_00178,Product,2025-11-15 09:58:01
EVT_000418,SES_00178,Cart,2025-11-15 09:59:15
EVT_000419,SES_00178,Checkout,2025-11-15 10:00:24
EVT_000420,SES_00179,landing,2025-01-09 15:01:41
EVT_000421,SES_00180,landing,2025-05-28 16:25:55
EVT_000422,SES_00180,Category,2025-05-28 16:27:01
EVT_000423,SES_00180,Product,2025-05-28 16:28:48
EVT_000424,SES_00180,Cart,2025-05-28 16:29:18
EVT_000425,SES_00180,Checkout,2025-05-28 16:31:07
EVT_000426,SES_00181,landing,2025-12-23 02:48:24
EVT_000427,SES_00181,Category,2025-12-23 02:48:40
EVT_000428,SES_00181,Product,2025-12-23 02:49:43
EVT_000429,SES_00181,Cart,2025-12-23 02:51:18
EVT_000430,SES_00182,landing,2025-06-06 21:34:41
EVT_000431,SES_00182,Category,2025-06-06 21:35:37
EVT_000432,SES_00182,Product,2025-06-06 21:37:05
EVT_000433,SES_00182,Cart,2025-06-06 21:37:28
EVT_000434,SES_00182,Checkout,2025-06-06 21:37:58
EVT_000435,SES_00183,landing,2025-02-09 18:06:29
EVT_000436,SES_00183,Category,2025-02-09 18:06:53
EVT_000437,SES_00183,Product,2025-02-09 18:08:30
EVT_000438,SES_00183,Cart,2025-02-09 18:09:02
EVT_000439,SES_00184,landing,2025-08-05 19:57:25
EVT_000440,SES_00185,landing,2025-06-06 10:07:31
EVT_000441,SES_00185,Category,2025-06-06 10:08:19
EVT_000442,SES_00186,landing,2025-06-23 09:29:58
EVT_000443,SES_00186,Category,2025-06-23 09:30:26
EVT_000444,SES_00187,landing,2025-10-05 14:40:58
EVT_000445,SES_00187,Category,2025-10-05 14:42:28
EVT_000446,SES_00187,Product,2025-10-05 14:42:46
EVT_000447,SES_00187,Cart,2025-10-05 14:43:01
EVT_000448,SES_00188,landing,2025-04-20 23:32:27
EVT_000449,SES_00189,landing,2025-01-01 17:26:01
EVT_000450,SES_00189,Category,2025-01-01 17:27:14
EVT_000451,SES_00189,Product,2025-01-01 17:28:48
EVT_000452,SES_00190,landing,2025-10-05 18:09:03
EVT_000453,SES_00190,Category,2025-10-05 18:09:32
EVT_000454,SES_00191,landing,2025-10-06 14:10:27
EVT_000455,SES_00191,Category,2025-10-06 14:11:32
EVT_000456,SES_00192,landing,2025-01-13 15:19:43
EVT_000457,SES_00192,Category,2025-01-13 15:20:03
EVT_000458,SES_00193,landing,2025-06-07 08:05:52
EVT_000459,SES_00193,Category,2025-06-07 08:06:19
EVT_000460,SES_00193,Product,2025-06-07 08:07:51
EVT_000461,SES_00194,landing,2025-04-21 17:35:37
EVT_000462,SES_00195,landing,2025-05-14 07:58:17
EVT_000463,SES_00195,Category,2025-05-14 07:58:59
EVT_000464,SES_00195,Product,2025-05-14 08:00:43
EVT_000465,SES_00195,Cart,2025-05-14 08:01:44
EVT_000466,SES_00195,Checkout,2025-05-14 08:03:04
EVT_000467,SES_00196,landing,2025-02-08 13:38:51
EVT_000468,SES_00196,Category,2025-02-08 13:40:44
EVT_000469,SES_00197,landing,2025-12-20 12:26:04
EVT_000470,SES_00197,Category,2025-12-20 12:27:54
EVT_000471,SES_00197,Product,2025-12-20 12:29:45
EVT_000472,SES_00198,landing,2025-04-02 00:48:19
EVT_000473,SES_00198,Category,2025-04-02 00:50:01
EVT_000474,SES_00198,Product,2025-04-02 00:50:28
EVT_000475,SES_00199,landing,2025-05-30 16:42:13
EVT_000476,SES_00200,landing,2025-08-27 20:29:34
EVT_000477,SES_00200,Category,2025-08-27 20:31:19
EVT_000478,SES_00200,Product,2025-08-27 20:32:12
